name,time,tweets
Donald J. Trump,2016-06-30 14:35:33.291302,New book by @ericbolling is absolutely terrific and a must read! #WakeUpAmerica
Donald J. Trump,2016-06-30 14:35:33.291313,The story with Hillary will never change. https://t.co/h0Av3TAIiM
Donald J. Trump,2016-06-30 14:35:33.291317,RT @DRUDGE_REPORT: 43-39 https://t.co/TkQYb6V2do
Donald J. Trump,2016-06-30 14:35:33.291322,For reasons only they can explain, the @USChamber wants to continue our bad trade deals rather than renegotiating and making them better.
Donald J. Trump,2016-06-30 14:35:33.291326,Tremendous day in Massachusetts and Maine. Thank you to everyone for making it so special!
Donald J. Trump,2016-06-30 14:35:33.291330,"@Gengm7: @jakeda @realDonaldTrump As of April this year, Hillary had spent $264,000,000 on her campaign Mr.Trump $55,000,000. self funding"
Donald J. Trump,2016-06-30 14:35:33.291334,I will be on @oreillyfactor at 8:00 P.M. Enjoy!
Donald J. Trump,2016-06-30 14:35:33.291338,ISIS exploded on Hillary Clinton's watch- she's done nothing about it and never will. Not capable!
Donald J. Trump,2016-06-30 14:35:33.291343,Will be in Bangor, Maine today! Join me- 4pmE at the Cross Insurance Center! https://t.co/y4n4nERPFr https://t.co/7LAPewxE05
Donald J. Trump,2016-06-30 14:35:33.291347,New Q poll out- we are going to win the whole deal- and MAKE AMERICA GREAT AGAIN! #Trump2016 https://t.co/dL5ahNcwZb
Donald J. Trump,2016-06-30 14:35:33.291351,Just watched Senator John Barrasso on @FoxNews - He was great! Thank you John.
Donald J. Trump,2016-06-30 14:35:33.291449,Why would the USChamber be upset by the fact that I want to negotiate better and stronger trade deals or that I want penalties for cheaters?
Donald J. Trump,2016-06-30 14:35:33.291455,The @USCHAMBER must fight harder for the American worker. China, and many others, are taking advantage of U.S. with our terrible trade pacts
Donald J. Trump,2016-06-30 14:35:33.291459,Iron Mike Tyson was not asked to speak at the Convention though I'm sure he would do a good job if he was. The media makes everything up!
Donald J. Trump,2016-06-30 14:35:33.291463,"@jtsbk:  @AllenWest thanks for sharing Eric we need @realDonaldTrump now as this administration is incapable of keeping our country safe"
Donald J. Trump,2016-06-30 14:35:33.291467,We must do everything possible to keep this horrible terrorism outside the United States.
Donald J. Trump,2016-06-30 14:35:33.291471,Yet another terrorist attack, this time in Turkey. Will
the world ever realize what is going on? So sad.
Donald J. Trump,2016-06-30 14:35:33.291475,Hillary Clinton’s Presidency would be catastrophic for
