name,time,tweets
Donald J. Trump,2016-06-30 19:30:20,I have self funded my winning primary campaign with an approx $50 million loan I have totally terminated the loan!
Donald J. Trump,2016-06-30 19:29:48,The very dishonest @NBCNews refuses to accept the fact that I have forgiven my $50 million loan to my campaign Done deal!
Donald J. Trump,2016-06-30 19:28:27,One of the reasons Hillary hid her emails was so the public wouldn't see how she got rich- selling out America  https://tco/mO9QrmYXRD
Donald J. Trump,2016-06-30 18:53:11,Why would college graduates want Crooked Hillary as their President? She will destroy them!  https://tco/S80xxdeHfG
Donald J. Trump,2016-06-30 17:32:20,New book by @ericbolling is absolutely terrific and a must read! #WakeUpAmerica
Donald J. Trump,2016-06-30 14:48:18,The story with Hillary will never change https://tco/h0Av3TAIiM
Donald J. Trump,2016-06-30 14:35:39,RT @DRUDGE_REPORT: 43-39 https://tco/TkQYb6V2do
Donald J. Trump,2016-06-30 02:39:36,For reasons only they can explain the @USChamber wants to continue our bad trade deals rather than renegotiating and making them better
Donald J. Trump,2016-06-30 02:30:59,Tremendous day in Massachusetts and Maine Thank you to everyone for making it so special!
Donald J. Trump,2016-06-30 01:46:50,"@Gengm7: @jakeda @realDonaldTrump As of April this year Hillary had spent $264000000 on her campaign MrTrump $55000000 self funding"
Donald J. Trump,2016-06-29 22:57:44,I will be on @oreillyfactor at 8:00 PM Enjoy!
Donald J. Trump,2016-06-29 18:21:38,ISIS exploded on Hillary Clinton's watch- she's done nothing about it and never will Not capable!
Donald J. Trump,2016-06-29 14:48:24,Will be in Bangor Maine today! Join me- 4pmE at the Cross Insurance Center! https://tco/y4n4nERPFr https://tco/7LAPewxE05
