name,time,tweets
Donald J. Trump,2016-08-01 20:40:27,Thank you Oklahoma &amp; Virginia!  #MakeAmericaGreatAgain #ImWithYou https://tco/WUdY7feRvV
Donald J. Trump,2016-08-01 18:47:54,People believe CNN these days almost as little as they believe Hillarythat's really saying something!
Donald J. Trump,2016-08-01 18:46:58,The people who support Hillary sit behind CNN anchor chairs or headline fundraisers   those disconnected from real life
Donald J. Trump,2016-08-01 18:45:22,Will CNN send its cameras to the border to show the massive unreported crisis now unfolding    or are they worried it will hurt Hillary?
Donald J. Trump,2016-08-01 18:44:04,When will we see stories from CNN on Clinton Foundation corruption and Hillary's pay for play at State Department?
Donald J. Trump,2016-08-01 18:43:25,CNN anchors are completely out of touch with everyday people worried about rising crime failing schools and vanishing jobs
Donald J. Trump,2016-08-01 18:42:50,CNN will soon be the least trusted name in news if they continue to be the press shop for Hillary Clinton
Donald J. Trump,2016-08-01 14:52:50,Join Governor Mike Pence in Reno Nevada  tonight at 7pm! Tickets available at: https://tco/4nLjRGyFYw
Donald J. Trump,2016-08-01 14:48:22,#CrookedHillary  https://tco/oHI6xrDJU0
Donald J. Trump,2016-08-01 13:03:02,So with all of the Obama tough talk on Russia and the Ukraine they have already taken Crimea and continue to push That's what I said!
Donald J. Trump,2016-08-01 12:50:32,When I said in an interview that Putin is "not going into Ukraine you can mark it down" I am saying if I am President Already in Crimea!
Donald J. Trump,2016-08-01 11:27:43,This story is not about Mr Khan who is all over the place doing interviews but rather RADICAL ISLAMIC TERRORISM and the US Get smart!
Donald J. Trump,2016-08-01 11:10:51,Mr Khan who does not know me viciously attacked me from the stage of the DNC and is now all over TV doing the same   Nice!
Donald J. Trump,2016-08-01 00:57:15,Wow it is unbelievable how distorted one sided and biased the media is against us The failing @nytimes is a joke @CNN is laughable!
Donald J. Trump,2016-07-31 20:31:06,"@RealJamesWoods:  Without absolutely OWNING the liberal media HillaryClinton wouldn't stand a chance #VoterFraud and #MSM her only hope"
Donald J. Trump,2016-07-31 20:09:00,The dishonest media is fawning over the Democratic Convention I wonder why then my speech had millions of more viewers than Crooked H?
Donald J. Trump,2016-07-31 13:32:55,I was viciously attacked by Mr Khan at the Democratic Convention Am I not allowed to respond? Hillary voted for the Iraq war not me!
Donald J. Trump,2016-07-31 12:57:21,Captain Khan killed 12 years ago was a hero but this is about RADICAL ISLAMIC TERROR and the weakness of our "leaders" to eradicate it!
Donald J. Trump,2016-07-31 03:32:40,Nielson Media Research final numbers on ACCEPTANCE SPEECH: TRUMP  322 MILLION  CLINTON 278 MILLION  Thank you!
Donald J. Trump,2016-07-30 23:00:07,Thank you to all of the television viewers that made my speech at the Republican National Convention #1 over Crooked Hillary and DEMS
Donald J. Trump,2016-07-30 22:28:22,Can you imagine if I had the small crowds that Hillary is drawing today in Pennsylvania It would be a major media event! @CNN @FoxNews
