name,time,tweets
Hillary Clinton,2016-08-06 21:37:06,RT @timkaine: The right to vote is at the heart of our democracy and a weakened VRA threatens that right for too many It's time to #Resto…
Hillary Clinton,2016-08-06 20:59:02,Why the @HoustonChron is urging voters to support Hillary in the “starkest political choice in living memory”: https://tco/phjf19ybXr
Hillary Clinton,2016-08-06 20:09:34,Why do Trump’s foreign policy ideas read like a Putin wish list? https://tco/IrJqXq0Kfg
Hillary Clinton,2016-08-06 19:12:34,Four years ago today https://tco/WPM1I9PPN3
Hillary Clinton,2016-08-06 18:59:46,… so yeah it's been quite a week for Donald Trump https://tco/UsexFeJjtl
Hillary Clinton,2016-08-06 18:41:07,RT @HFA: Here's the story behind our campaign's first braille button: https://tco/xbiY2gaPB5
Hillary Clinton,2016-08-06 16:12:33,RT @AmbassadorRice: Deeply concerned by raid on #ugpride2016 Many detained incl @Frankmugisha LGBT citizens deserve protection https:/…
Hillary Clinton,2016-08-06 16:05:14,America is stronger when we expand access to the ballot box not restrict it It's time to #RestoreTheVRA https://tco/uId57oQgUn
Hillary Clinton,2016-08-06 14:37:40,Four gold medals and counting: Today @SerenaWilliams hits the court in Rio to add to her collection https://tco/iOMV0FH38S
Hillary Clinton,2016-08-06 00:05:12,At the Paris 1900 games golfer Margaret Abbott became the first American woman to win an Olympic gold medal https://tco/kT9jIHvVu8
Hillary Clinton,2016-08-05 23:41:11,RT @HFA: Ready for the opening ceremony USA! USA! https://tco/zcDofsiIcJ
Hillary Clinton,2016-08-05 22:33:04,Trump just said he “doesn’t throw babies out” of his rallies  Let’s review the record https://tco/u3a8RDNNrr
Hillary Clinton,2016-08-05 21:08:02,"We have never had a candidate that was more qualified to take the office of president" —@POTUS on Hillary https://tco/EJ9xI5VQK7
Hillary Clinton,2016-08-05 20:00:22,RT @JoeBiden: America is going to see what VP Biden already knows — just how much @HillaryClinton cares about our country https://tco/Oak…
Hillary Clinton,2016-08-05 19:22:17,This week Trump attacked a fallen soldier's family called Hillary "the devil" and criticized a crying baby https://tco/UsexFf0UkT
Hillary Clinton,2016-08-05 18:29:22,Stronger Together comes out in Sept—a book on Hillary's policy plans and vision for America: https://tco/okQWnu725t https://tco/lzyuvRstpt
Hillary Clinton,2016-08-05 18:03:23,Republicans agree: We can't give Donald Trump control of our nuclear codes https://tco/aVB6e5GbSm
Hillary Clinton,2016-08-05 17:12:43,"We have to reject and stand up against the appeals to the kind of bigotrythat we see from Trump’s campaign" —Hillary #NABJNAHJ16
Hillary Clinton,2016-08-05 16:56:09,RT @Hillary_esp: “Él dice que no se puede confiar en un distinguido juez porque tiene herencia mexicana”—Hillary sobre Trump
Hillary Clinton,2016-08-05 16:49:25,We launched an all Spanish Twitter account @Hillary_esp because we believe in bringing as many people as possible into this conversation
Hillary Clinton,2016-08-05 16:48:19,“I believe with all my heart that America is better than this America is better than Donald Trump” —Hillary
Hillary Clinton,2016-08-05 16:47:54,Trump retweets white nationalists  He talks about banning Muslims  And yes he talks about curtailing press freedom as well
Hillary Clinton,2016-08-05 16:47:11,Trump is harkening back to the most shameful chapters of our history and appealing to the ugliest impulses of our society
Hillary Clinton,2016-08-05 16:46:05,It’s past time for comprehensive immigration reform and we’re going to do everything we can to get it done: https://tco/M3doGLY5rL
Hillary Clinton,2016-08-05 16:42:51,We’ve got to help every family afford the books computers and internet access that our kids need to learn in the 21st century
Hillary Clinton,2016-08-05 16:41:40,Rosa Parks opened up every seat on the bus Now we’ve got to expand economic opportunity so everyone can afford the fare
Hillary Clinton,2016-08-05 16:39:16,The Great Recession hit our whole country hard but the toll was especially hard on black and Latino families
Hillary Clinton,2016-08-05 16:37:36,Tune in to watch Hillary speak live with the @NABJ and the @NAHJ: https://tco/nNYrAM60IC
Hillary Clinton,2016-08-05 16:24:42,"Trump is not only unqualified for the job but he may well pose a threat to our national security" —Michael Morell https://tco/zmI3BOCH9Y
Hillary Clinton,2016-08-05 15:49:59,RT @WhiteHouse: Good news: Our businesses have added 15 million jobs over the past 77 months → https://tco/C8P76l6bVB https://tco/p0SH7Jn…
Hillary Clinton,2016-08-05 15:25:47,Our first ever gold medal winning women's gymnastics team: the Magnificent Seven https://tco/MVkhHBh7hI
Hillary Clinton,2016-08-05 12:50:31,We don't know why Trump and Putin praise each other so much and share many foreign policies  We'll let you guess https://tco/N6ySNJ3zE5
Hillary Clinton,2016-08-05 03:11:26,Watch an exclusive interview with @POTUS backstage at the Democratic Convention https://tco/EJ9xI5Eflx
Hillary Clinton,2016-08-05 00:00:00,None of us can raise a family build a business heal a community or lift a country alone It takes a village https://tco/wOdhhdd0pb
Hillary Clinton,2016-08-04 22:05:34,We know a guy with a binder @realDonaldTrump (He might not take your calls though) https://tco/dxmFcISmaz
Hillary Clinton,2016-08-04 21:55:57,RT @CNNPolitics: Obama on whether Trump could be trusted with US nuclear weapons: "Make your own judgment" https://tco/6OZtrfIwim https://…
Hillary Clinton,2016-08-04 21:53:10,RT @kenvogel: Obama: "I obviously have very strong opinions about the two candidates running One is very positive The other one is not so…
Hillary Clinton,2016-08-04 21:38:15,Wish @POTUS a happy birthday Sign his card: https://tco/YroKwbRvYX
Hillary Clinton,2016-08-04 21:06:59,You saw the Democratic Convention  Now watch the never before seen footage from backstage: https://tco/mMjJFr02Wk
Hillary Clinton,2016-08-04 20:24:24,"If you're not registered and you're eligible as an American citizen please go sign up" —Hillary in Nevada: https://tco/tTgeqxNqYm
Hillary Clinton,2016-08-04 20:23:17,Anyone who you can provoke with a tweet should not be anywhere near nuclear weapons: https://tco/NLP0SRnuYt
Hillary Clinton,2016-08-04 20:22:15,Donald Trump is not qualified to be president and he is temperamentally unfit to be Commander in Chief
Hillary Clinton,2016-08-04 20:17:18,RT @HillaryforNV: "We're going to work to make the biggest investment in new good paying jobs since World War II" —Hillary https://tco/6v…
Hillary Clinton,2016-08-04 18:47:24,Every week @realDonaldTrump hits a new low https://tco/LBrTdE2n7v
Hillary Clinton,2016-08-04 18:13:57,RT @TheBriefing2016: Most of Trump's merchandise is MADE IN (just about everywhere except) THE USA https://tco/A0d7fxyzXx
Hillary Clinton,2016-08-04 16:23:18,"That’s what 21st century feminism is about: The idea that when everybody is equal we are all more free" —@POTUS https://tco/6Ou7XEOE3j
Hillary Clinton,2016-08-04 15:16:04,What our economy needs: The largest investment in creating good paying jobs since World War II https://tco/uDdkrA2myo
Hillary Clinton,2016-08-04 13:57:30,Happy birthday @POTUS https://tco/5u1HAPnDI9
Hillary Clinton,2016-08-04 12:55:51,The @HoustonChron almost always backs the GOP nominee for president Here’s why they endorsed Hillary in 2016: https://tco/l2AYf74YS4
Hillary Clinton,2016-08-04 00:08:07,We have the most productive and competitive workers in the world We just need to give them a chance to succeed https://tco/kSFXLOTkMj
Hillary Clinton,2016-08-03 21:51:34,"I will take on the gun lobby for commonsense gun safety reform” —Hillary: https://tco/TVwy0XqOKH
Hillary Clinton,2016-08-03 21:49:41,We are setting a goal to register 3 million more American citizens to vote: https://tco/eLBTOMvqvk
Hillary Clinton,2016-08-03 21:48:43,As president I will defend and protect America’s public lands https://tco/Jb7DXwL9WS
Hillary Clinton,2016-08-03 21:47:25,Anyone who can be provoked by a tweet shouldn’t be anywhere near nuclear weapons
Hillary Clinton,2016-08-03 21:45:59,"There is no doubt in my mind that Donald Trump is unqualified and unfit to be Commander in Chief” —Hillary
Hillary Clinton,2016-08-03 21:44:29,The RNC showed a negative pessimistic view of America: That is not who we are  Do we have challenges? Sure Can we meet them? Absolutely!
