name,time,tweets
Bernie Sanders,2016-07-12 15:40:31,RT @BernieSanders: This campaign isn't just about electing Bernie Sanders. It's about the needs of the American people &amp; the ideas to addre…
Bernie Sanders,2016-07-12 15:32:30,RT @HillaryClinton: Watch live as @BernieSanders joins Hillary on the trail in New Hampshire. https://t.co/RUABHM1QBG
Bernie Sanders,2016-07-12 15:26:40,Thank you to the 13 million Americans who voted for me and the hundreds of thousands of volunteers who worked so hard on our campaign.
Bernie Sanders,2016-07-12 15:24:32,.@HillaryClinton has won the Democratic nominating process and I congratulate her for that.  https://t.co/FrKbEmyuC6
Bernie Sanders,2016-07-12 14:55:15,Together we have begun a political revolution to transform America and that revolution continues. Together. Not me us.
Bernie Sanders,2016-07-12 12:53:05,We must ensure that progress does not end on the platform's pages but becomes reality. The fight is just beginning. https://t.co/zUCdpHzqh5
Bernie Sanders,2016-07-12 00:46:03,The U.S. has less than 5 percent of the world’s population yet we incarcerate about a quarter of its prisoners — some 2.2 million people.
Bernie Sanders,2016-07-11 23:03:02,Children sleep out on the street while corporations do not pay a nickel in corporate taxes. That together we are going to change.
Bernie Sanders,2016-07-11 21:25:31,No one in my view should be allowed to profit from putting more people behind bars.
Bernie Sanders,2016-07-11 20:43:04,"Raising the federal minimum wage is the beginning of creating an America as good as its promise.” – @NinaTurner https://t.co/nV0PNn1BOE
Bernie Sanders,2016-07-11 18:52:59,RT @AdoptADelegate: At the convention we have a chance to change the course of the Democratic Party. Help fuel that by chipping in: https:…
Bernie Sanders,2016-07-11 17:02:03,The cost of war is great and it is far more than the billions of dollars we spend on planes tanks and guns. https://t.co/GYMmzm5njG
Bernie Sanders,2016-07-11 15:56:07,A handful of people on Wall Street have extraordinary power. In 2008 their illegal behavior nearly destroyed the U.S. and global economy.
Bernie Sanders,2016-07-11 13:22:19,When we stand together there is nothing we cannot accomplish. Stand with our delegates and help get them to Philly: https://t.co/waPjKtKnXy
Bernie Sanders,2016-07-11 01:02:01,The Federal Reserve has been hijacked by the very bankers it is in charge of regulating. If that ain't rigged I don't know what is.
Bernie Sanders,2016-07-10 22:57:04,Fraud™  The business model on Wall Street.
Bernie Sanders,2016-07-10 20:32:01,Why is it that kids are jailed for possessing marijuana but nothing happens to Wall Street execs whose illegal behavior harmed millions?
Bernie Sanders,2016-07-10 17:56:57,While we have made great progress advancing important issues the fight is just beginning.  https://t.co/luc5pT1Cd5
Bernie Sanders,2016-07-10 17:44:14,Thanks to millions of people across the country we have the most progressive platform in the history of the Democratic Party. Thank you!
Bernie Sanders,2016-07-10 17:32:21,Democrats agreed to the most aggressive plan to combat climate change in the history of the party yesterday. https://t.co/lI75PpMBbG
Bernie Sanders,2016-07-10 17:02:04,The system is rigged when the average person works longer hours for lower wages and 58 percent of all new income goes to the top 1 percent.
Bernie Sanders,2016-07-10 15:32:06,"Mankind must put an end to war or war will put an end to mankind.” - John F. Kennedy https://t.co/euC1tcLDbd
Bernie Sanders,2016-07-10 13:43:07,The Democratic Convention is only a couple weeks away but many of our delegates can't afford it. Chip in: https://t.co/3yfcQOQOPv
Bernie Sanders,2016-07-10 03:51:20,RT @billmckibben: When you organize you win. Millions of people have begun to shift climate policy. And so grateful to @BernieSanders for e…
Bernie Sanders,2016-07-10 01:03:57,The current federal min. wage is a starvation wage. Looking forward to this living wage of $15 an hour becoming law. https://t.co/iLJCMAGnUS
Bernie Sanders,2016-07-10 00:28:47,RT @DFAaction: .@PramilaJayapal knows that #climatechange is one of the most important issues of today. https://t.co/j7rvESBIqt #p2 #UniteB…
Bernie Sanders,2016-07-09 22:44:25,It's time to end the federal ban on marijuana.  https://t.co/JvzTMBiQXW
Bernie Sanders,2016-07-09 21:22:52,We've earned almost 1900 convention delegates but for many it's too expensive to attend. Help get them to Philly: https://t.co/HbUIw4mN3x
Bernie Sanders,2016-07-09 17:13:03,Elections should not be auctions. In a democracy we should have the right to elect people based on their ideas. https://t.co/3iDDZYf9Qx
Bernie Sanders,2016-07-09 16:12:46,RT @BenJealous: .@HillaryClinton is against the TPP. @BernieSanders is against the TPP. Let’s not be bureaucrats – let’s be leaders. #StopT…
Bernie Sanders,2016-07-09 15:59:06,You don't need a degree in economics to understand that our trade agreements have failed. https://t.co/9MHCYteJx5
Bernie Sanders,2016-07-09 15:38:34,RT @billmckibben: Sanders delegates currently delivering 700000 anti #TPP signatures to Democratic platform meeting. Heating up https://t.…
Bernie Sanders,2016-07-09 15:36:42,Together these steps will get us closer to the day when everyone in America has access to quality affordable health care.
Bernie Sanders,2016-07-09 15:36:13,Efforts to give Americans a public-option choice and to expand Medicare by allowing people to opt in at 55 years are important steps.
Bernie Sanders,2016-07-09 15:35:11,Today's proposal by @HillaryClinton is an important step toward expanding health insurance and health care access to millions of Americans.
